"","city","state","contestant","season","rank","missc","episode","outcome","eliminated","participant","minichalw","finale","penultimate","age","dob","lat","lng","finalist","winner","first_eliminated"
"1212","Los Angeles","California","Jasmine Masters","S07",12,"0",3,"BTM","1","1","0",0,0,37,1977-10-16,34.1141,-118.4068,NA,NA,NA
"1213","Los Angeles","California","Venus D-Lite","S03",13,"0",9,NA,NA,"0",NA,0,0,26,1984-09-19,34.1141,-118.4068,NA,NA,1
"1214","Los Angeles","California","Raja","S03",1,"0",15,"WIN","0","1","0",1,0,36,1974-06-14,34.1141,-118.4068,1,1,NA
"1215","Los Angeles","California","Kornbread (The Snack) Jete","S14",12,"1",5,NA,"0","1","0",0,0,29,1992-01-14,34.1141,-118.4068,NA,NA,NA
"1216","Los Angeles","California","Raja","S03",1,"0",4,"SAFE","0","1","0",0,0,36,1974-06-14,34.1141,-118.4068,1,1,NA
"1217","Los Angeles","California","Valentina","S09",7,"1",8,"SAFE","0","1","1",0,0,25,1991-05-14,34.1141,-118.4068,NA,NA,NA
"1218","Los Angeles","California","Willam","S04",7,"0",11,NA,NA,"0",NA,0,0,29,1982-06-30,34.1141,-118.4068,NA,NA,NA
"1219","Los Angeles","California","Jasmine Masters","S07",12,"0",1,"LOW","0","1","0",0,0,37,1977-10-16,34.1141,-118.4068,NA,NA,NA
"1220","Los Angeles","California","Willam","S04",7,"0",14,NA,NA,"0",NA,1,0,29,1982-06-30,34.1141,-118.4068,NA,NA,NA
"1221","Louisville","Kentucky","Scarlet Envy","S11",10,"0",4,"SAFE","0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1222","Louisville","Kentucky","Scarlet Envy","S11",10,"0",2,"WIN","0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1223","Louisville","Kentucky","Scarlet Envy","S11",10,"0",1,"SAFE","0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1224","Louisville","Kentucky","Scarlet Envy","S11",10,"0",10,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1225","Louisville","Kentucky","Scarlet Envy","S11",10,"0",7,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1226","Louisville","Kentucky","Scarlet Envy","S11",10,"0",11,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1227","Louisville","Kentucky","Scarlet Envy","S11",10,"0",9,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1228","Louisville","Kentucky","Scarlet Envy","S11",10,"0",12,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1229","Louisville","Kentucky","Scarlet Envy","S11",10,"0",3,"BTM","0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1230","Louisville","Kentucky","Scarlet Envy","S11",10,"0",8,NA,NA,"0",NA,0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1231","Louisville","Kentucky","Scarlet Envy","S11",10,"0",14,NA,"0","1","0",1,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1232","Louisville","Kentucky","Scarlet Envy","S11",10,"0",13,NA,"0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1233","Louisville","Kentucky","Scarlet Envy","S11",10,"0",6,"BTM","1","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1234","Louisville","Kentucky","Scarlet Envy","S11",10,"0",5,"SAFE","0","1","0",0,0,26,1992-02-26,38.1663,-85.6485,1,NA,NA
"1235","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",14,NA,NA,"0",NA,1,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1236","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",4,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1237","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",8,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1238","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",9,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1239","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",5,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1240","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",2,"BTM","1","1","0",0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1241","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",11,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1242","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",7,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1243","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",3,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1244","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",10,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1245","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",1,"SAFE","0","1","0",0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1246","Madison","Wisconsin","Jaymes Mansfield","S09",14,"0",6,NA,NA,"0",NA,0,0,26,1990-02-19,43.0822,-89.393,NA,NA,1
"1247","Magalia","California","Shuga Cain","S11",7,"0",3,"BTM","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1248","Magalia","California","Shuga Cain","S11",7,"0",5,"BTM","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1249","Magalia","California","Shuga Cain","S11",7,"0",10,"BTM","1","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1250","Magalia","California","Shuga Cain","S11",7,"0",7,"SAFE","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1251","Magalia","California","Shuga Cain","S11",7,"0",13,NA,"0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1252","Magalia","California","Shuga Cain","S11",7,"0",8,"HIGH","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1253","Magalia","California","Shuga Cain","S11",7,"0",12,NA,NA,"0",NA,0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1254","Magalia","California","Shuga Cain","S11",7,"0",6,"SAFE","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1255","Magalia","California","Shuga Cain","S11",7,"0",1,"SAFE","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1256","Magalia","California","Shuga Cain","S11",7,"0",9,"LOW","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1257","Magalia","California","Shuga Cain","S11",7,"0",2,"HIGH","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1258","Magalia","California","Shuga Cain","S11",7,"0",4,"SAFE","0","1","0",0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1259","Magalia","California","Shuga Cain","S11",7,"0",14,NA,"0","1","0",1,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1260","Magalia","California","Shuga Cain","S11",7,"0",11,NA,NA,"0",NA,0,0,40,1977-11-20,39.8228,-121.6078,1,NA,NA
"1261","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",3,"SAFE","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1262","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",7,"HIGH","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1263","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",4,"HIGH","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1264","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",5,"SAFE","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1265","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",2,"SAFE","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1266","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",12,"LOW","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1267","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",8,"HIGH","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1268","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",9,"BTM","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1269","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",6,"LOW","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1270","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",11,"WIN","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1271","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",13,"BTM","0","1","1",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1272","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",15,NA,NA,"0",NA,1,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1273","Manatí","Puerto Rico","Yara Sofia","S03",4,"1",10,"HIGH","0","1","0",0,0,26,1984-05-08,18.4283,-66.4823,NA,NA,NA
"1274","Mesquite","Texas","Alyssa Edwards","S05",6,"0",1,"SAFE","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1275","Mesquite","Texas","Alyssa Edwards","S05",6,"0",2,"HIGH","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1276","Mesquite","Texas","Alyssa Edwards","S05",6,"0",14,NA,NA,"0",NA,1,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1277","Mesquite","Texas","Alyssa Edwards","S05",6,"0",10,NA,NA,"0",NA,0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1278","Mesquite","Texas","Alyssa Edwards","S05",6,"0",4,"WIN","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1279","Mesquite","Texas","Alyssa Edwards","S05",6,"0",6,"LOW","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1280","Mesquite","Texas","Alyssa Edwards","S05",6,"0",3,"SAFE","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1281","Mesquite","Texas","Alyssa Edwards","S05",6,"0",11,NA,NA,"0",NA,0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1282","Mesquite","Texas","Alyssa Edwards","S05",6,"0",7,"BTM","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1283","Mesquite","Texas","Alyssa Edwards","S05",6,"0",8,"BTM","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1284","Mesquite","Texas","Alyssa Edwards","S05",6,"0",9,"BTM","0","1","0",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1285","Mesquite","Texas","Alyssa Edwards","S05",6,"0",5,"SAFE","0","1","1",0,0,32,1980-01-16,32.7602,-96.5865,NA,NA,NA
"1286","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",1,NA,NA,"0",NA,0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1287","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",11,NA,NA,"0",NA,0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1288","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",7,NA,NA,"0",NA,0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1289","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",14,NA,NA,"0",NA,1,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1290","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",6,NA,NA,"0",NA,0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1291","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",6,"SAFE","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1292","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",11,"BTM","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1293","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",7,"SAFE","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1294","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",4,"BTM","1","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1295","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",9,"HIGH","0","1","1",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1296","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",10,"BTM","1","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1297","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",8,"WIN","0","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1298","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",2,"SAFE","0","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1299","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",8,"HIGH","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1300","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",14,"WIN","0","1","0",1,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1301","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",3,"SAFE","0","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1302","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",1,"SAFE","0","1","0",0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1303","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",3,"SAFE","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1304","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",12,NA,NA,"0",NA,0,1,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1305","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",10,"WIN","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1306","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",4,"HIGH","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1307","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",5,"SAFE","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1308","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",9,"WIN","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1309","Milwaukee","Wisconsin","Trixie Mattel","S07",6,"0",5,NA,NA,"0",NA,0,0,26,1989-08-23,43.0642,-87.9675,NA,NA,NA
"1310","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",12,"SAFE","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1311","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",2,"WIN","0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1312","Milwaukee","Wisconsin","Jaida Essence Hall","S12",1,"0",13,NA,"0","1","0",0,0,32,1986-12-09,43.0642,-87.9675,1,1,NA
"1313","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",12,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1314","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",5,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1315","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",4,"BTM","1","1","0",0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1316","Minneapolis","Minnesota","Utica Queen","S13",6,"0",5,"HIGH","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1317","Minneapolis","Minnesota","Utica Queen","S13",6,"0",1,"BTM","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1318","Minneapolis","Minnesota","Utica Queen","S13",6,"0",12,"BTM","1","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1319","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",8,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1320","Minneapolis","Minnesota","Utica Queen","S13",6,"0",8,"SAFE","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1321","Minneapolis","Minnesota","Utica Queen","S13",6,"0",3,"SAFE","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1322","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",10,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1323","Minneapolis","Minnesota","Utica Queen","S13",6,"0",7,"LOW","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1324","Minneapolis","Minnesota","Utica Queen","S13",6,"0",15,NA,"0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1325","Minneapolis","Minnesota","Utica Queen","S13",6,"0",6,"LOW","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1326","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",11,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1327","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",1,"LOW","0","1","0",0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1328","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",6,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1329","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",1,"SAFE","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1330","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",4,"HIGH","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1331","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",9,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1332","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",3,"SAFE","0","1","0",0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1333","Minneapolis","Minnesota","Utica Queen","S13",6,"0",10,"WIN","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1334","Minneapolis","Minnesota","Utica Queen","S13",6,"0",16,NA,NA,"0",NA,1,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1335","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",6,"WIN","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1336","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",13,NA,"0","1","0",0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1337","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",7,NA,NA,"0",NA,0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1338","Minneapolis","Minnesota","Utica Queen","S13",6,"0",2,NA,NA,"0",NA,0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1339","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",5,"BTM","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1340","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",3,"WIN","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1341","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",2,"BTM","0","1","0",0,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1342","Minneapolis","Minnesota","Utica Queen","S13",6,"0",9,"BTM","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1343","Minneapolis","Minnesota","Utica Queen","S13",6,"0",14,NA,NA,"0",NA,0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1344","Minneapolis","Minnesota","Utica Queen","S13",6,"0",11,"BTM","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1345","Minneapolis","Minnesota","Utica Queen","S13",6,"0",13,NA,NA,"0",NA,0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1346","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",8,"WIN","0","1","0",1,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1347","Minneapolis","Minnesota","BeBe Zahara Benet","S01",1,"0",2,"SAFE","0","1","0",0,0,28,1981-03-20,44.9635,-93.2678,1,1,NA
"1348","Minneapolis","Minnesota","Utica Queen","S13",6,"0",4,"SAFE","0","1","0",0,0,25,1995-06-02,44.9635,-93.2678,NA,NA,NA
"1349","Minneapolis","Minnesota","Mercedes Iman Diamond","S11",11,"0",14,NA,"0","1","0",1,0,30,1986-12-12,44.9635,-93.2678,1,NA,NA
"1350","Mira Loma","California","Morgan McMichaels","S02",8,"0",2,"SAFE","0","1","0",0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1351","Mira Loma","California","Morgan McMichaels","S02",8,"0",1,"WIN","0","1","0",0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1352","Mira Loma","California","Morgan McMichaels","S02",8,"0",11,NA,NA,"0",NA,1,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1353","Mira Loma","California","Morgan McMichaels","S02",8,"0",9,NA,NA,"0",NA,0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1354","Mira Loma","California","Morgan McMichaels","S02",8,"0",6,NA,NA,"0",NA,0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1355","Mira Loma","California","Morgan McMichaels","S02",8,"0",5,"BTM","1","1","0",0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1356","Mira Loma","California","Morgan McMichaels","S02",8,"0",4,"BTM","0","1","0",0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1357","Mira Loma","California","Morgan McMichaels","S02",8,"0",3,"SAFE","0","1","0",0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1358","Mira Loma","California","Morgan McMichaels","S02",8,"0",8,NA,NA,"0",NA,0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1359","Mira Loma","California","Morgan McMichaels","S02",8,"0",7,NA,NA,"0",NA,0,0,28,1981-05-28,33.9845,-117.5159,NA,NA,NA
"1360","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",2,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1361","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",3,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1362","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",7,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1363","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",10,"LOW","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1364","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",9,"HIGH","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1365","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",11,"BTM","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1366","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",4,"WIN","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1367","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",14,"BTM","0","1","0",1,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1368","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",1,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1369","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",6,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1370","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",8,"WIN","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1371","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",5,"LOW","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1372","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",13,NA,"0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1373","Moss Point","Mississippi","Silky Nutmeg Ganache","S11",3,"0",12,"SAFE","0","1","0",0,0,28,1990-12-30,30.4241,-88.5289,1,NA,NA
"1374","Nashville","Tennessee","Jaidynn Diore Fierce","S07",8,"0",6,"BTM","0","1","0",0,0,25,1988-12-17,36.1715,-86.7842,NA,NA,NA
"1375","Nashville","Tennessee","Kameron Michaels","S10",2,"0",5,"SAFE","0","1","0",0,0,31,1986-07-23,36.1715,-86.7842,1,NA,NA
"1376","Nashville","Tennessee","Jorgeous","S14",6,"0",1,NA,NA,"0",NA,0,0,21,1999-11-27,36.1715,-86.7842,1,NA,NA
"1377","Nashville","Tennessee","Kameron Michaels","S10",2,"0",1,"SAFE","0","1","0",0,0,31,1986-07-23,36.1715,-86.7842,1,NA,NA
"1378","Nashville","Tennessee","Jorgeous","S14",6,"0",2,"SAFE","0","1","0",0,0,21,1999-11-27,36.1715,-86.7842,1,NA,NA
"1379","Nashville","Tennessee","Jaidynn Diore Fierce","S07",8,"0",5,"HIGH","0","1","0",0,0,25,1988-12-17,36.1715,-86.7842,NA,NA,NA
"1380","Nashville","Tennessee","Kameron Michaels","S10",2,"0",10,"BTM","0","1","0",0,0,31,1986-07-23,36.1715,-86.7842,1,NA,NA
"1381","Nashville","Tennessee","Jorgeous","S14",6,"0",5,"BTM","0","1","0",0,0,21,1999-11-27,36.1715,-86.7842,1,NA,NA
"1382","Nashville","Tennessee","Kameron Michaels","S10",2,"0",14,"HIGH","0","1","0",1,0,31,1986-07-23,36.1715,-86.7842,1,NA,NA
"1383","Nashville","Tennessee","Jorgeous","S14",6,"0",16,NA,"0","1","0",1,0,21,1999-11-27,36.1715,-86.7842,1,NA,NA
"1384","Nashville","Tennessee","Jaidynn Diore Fierce","S07",8,"0",12,NA,NA,"0",NA,0,1,25,1988-12-17,36.1715,-86.7842,NA,NA,NA
"1385","Nashville","Tennessee","Jorgeous","S14",6,"0",4,"SAFE","0","1","0",0,0,21,1999-11-27,36.1715,-86.7842,1,NA,NA
"1386","Nashville","Tennessee","Jaidynn Diore Fierce","S07",8,"0",8,"BTM","1","1","0",0,0,25,1988-12-17,36.1715,-86.7842,NA,NA,NA
